Episode,Date,Guests (Himself/Herself - Role)
20130516,2013-05-16,Gillian Tett (Herself);Charles Kennedy (Himself);Philip Hammond (Himself);Chris Bryant (Himself);Peter Bazalgette (Himself);David Dimbleby (Himself - Host)
20130523,2013-05-23,Theresa Villiers (Herself);Peter Tatchell (Himself);Ian Paisley Jr. (Himself);John O'Dowd (Himself);Maajid Nawaz (Himself);Vernon Coaker (Himself);David Dimbleby (Himself - Host)
20130530,2013-05-30,Anna Soubry (Herself);Alan Johnson (Himself);Diane James (Herself);Mehdi Hasan (Himself);David Dimbleby (Himself - Host);Julian Fellowes (Himself)
20130606,2013-06-06,Salma Yaqoob (Herself);A.N. Wilson (Himself);Matthew Oakeshott (Himself);Margot James (Herself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20130613,2013-06-13,Anas Sarwar (Himself);Angus Robertson (Himself);Lesley Riddoch (Herself);George Galloway (Himself);Nigel Farage (Himself);David Dimbleby (Himself - Host);Ruth Davidson (Herself)
20130620,2013-06-20,Russell Brand (Himself);David Dimbleby (Himself - Host);Ed Davey (Himself);Boris Johnson (Himself);Tessa Jowell (Herself);Melanie Phillips (Herself)
20130627,2013-06-27,David Dimbleby (Himself - Host);Jill Kirby (Herself);Mark Steel (Himself);Simon Hughes (Himself);David Willetts (Himself);Liz Kendall (Herself)
20130704,2013-07-04,David Dimbleby (Himself - Host);Tony Robinson (Himself);Margaret Hodge (Herself);Danny Alexander (Himself);Sarah Wollaston (Herself);Douglas Murray (Himself)
20130912,2013-09-12,Colleen Graffy (Herself);Chuka Umunna (Himself);David Aaronovitch (Himself);Caroline Lucas (Herself);David Dimbleby (Himself - Host);Justine Greening (Herself)
20130919,2013-09-19,Harriet Harman (Herself);Antony Worrall Thompson (Himself);Kenneth Clarke (Himself);Shirley Williams (Herself);Laurie Penny (Herself);David Dimbleby (Himself - Host)
20130926,2013-09-26,Louise Cooper (Herself);Douglas Alexander (Himself);Patrick O'Flynn (Himself);Michael Gove (Himself);Will Self (Himself);David Dimbleby (Himself - Host)
20131003,2013-10-03,David Dimbleby (Himself - Host);Mehdi Hasan (Himself);Yvette Cooper (Herself);Quentin Letts (Himself);Grant Shapps (Himself);Kirsty Williams (Herself)
20131010,2013-10-10,Matthew Parris (Himself);Sarah Churchwell (Herself);David Dimbleby (Himself - Host);Jo Swinson (Herself);Diane Abbott (Herself);Adam Afriyie (Himself)
20131017,2013-10-17,Bonnie Greer (Herself);Peter Oborne (Himself);Diane James (Herself);Tristram Hunt (Himself);Mark Harper (Himself);David Dimbleby (Himself - Host)
20131024,2013-10-24,Peter Hitchens (Himself);Owen Jones (Himself);Tim Farron (Himself);Caroline Flint (Herself);Elizabeth Truss (Herself);David Dimbleby (Himself - Host)
20131031,2013-10-31,Paris Lees (Herself);Harriet Sergeant (Herself);Jeremy Browne (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host);Matthew Hancock (Himself)
20131107,2013-11-07,Vicky Pryce (Herself);Benjamin Zephaniah (Himself);Nigel Farage (Himself);Emily Thornberry (Herself);Anna Soubry (Herself);David Dimbleby (Himself - Host)
20131114,2013-11-14,Nikki King (Herself);Paul Kenny (Himself);Nigel Lawson (Himself);Stella Creasy (Herself);David Dimbleby (Himself - Host);Ed Davey (Himself)
20131121,2013-11-21,Olly Grender (Herself);Sadiq Khan (Himself);Jeremy Hunt (Himself);David Dimbleby (Himself - Host)
20131128,2013-11-28,Eddi Reader (Herself);Patrick Harvie (Himself);Margaret Curran (Herself);Annabel Goldie (Herself);Alistair Carmichael (Himself);David Dimbleby (Himself - Host);Nicola Sturgeon (Herself)
20131205,2013-12-05,Nick Ferrari (Himself);Mary Beard (Herself);Rachel Reeves (Herself);Danny Alexander (Himself);David Davis (Himself);David Dimbleby (Himself - Host)
20131212,2013-12-12,Andile Mngxitama (Himself);Peter Hain (Himself);Lindiwe Zulu (Herself);Pik Botha (Himself);David Dimbleby (Himself - Host);Eusebius McKaiser (Himself);Lindiwe Mazibuko (Herself)
20140109,2014-01-09,Susie Boniface (Herself);Paul Nuttall (Himself);Nadine Dorries (Herself);Chuka Umunna (Himself);Norman Baker (Himself);David Dimbleby (Himself - Host)
20140116,2014-01-16,Mary Creagh (Herself);John Sentamu (Himself);Tim Farron (Himself);Julia Hartley-Brewer (Herself);David Dimbleby (Himself - Host);Grant Shapps (Himself)
20140123,2014-01-23,Kezia Dugdale (Herself);Jim Sillars (Himself);John Swinney (Himself);Ruth Davidson (Herself);David Dimbleby (Himself - Host)
20140130,2014-01-30,Kate Smurthwaite (Herself);Mark Littlewood (Himself);Emily Thornberry (Herself);Matthew Oakeshott (Himself);David Dimbleby (Himself - Host);Kenneth Clarke (Himself)
20140206,2014-02-06,Tessa Jowell (Herself);Alison Wolf (Herself);Matthew Hancock (Himself);David Starkey (Himself);George Galloway (Himself);David Dimbleby (Himself - Host)
20140213,2014-02-13,Cristina Odone (Herself);Janice Atkinson (Herself);Chris Bryant (Himself);Robert Winston (Himself);Damian Green (Himself);David Dimbleby (Himself - Host)
20140220,2014-02-20,Liz Kendall (Herself);Philip Hammond (Himself);Charles Kennedy (Himself);Roger Scruton (Himself);Jeanette Winterson (Herself);David Dimbleby (Himself - Host)
20140227,2014-02-27,Anna Soubry (Herself);Rushanara Ali (Herself);Elfyn Llwyd (Himself);Jay Rayner (Himself);Melanie Phillips (Herself);David Dimbleby (Himself - Host)
20140306,2014-03-06,Alexander Nekrassov (Himself);Amanda Platell (Herself);David Aaronovitch (Himself);Rachel Reeves (Herself);Michael Heseltine (Himself);Simon Hughes (Himself);David Dimbleby (Himself - Host)
20140313,2014-03-13,David Dimbleby (Himself - Host);Douglas Alexander (Himself);Susan Kramer (Herself);Nadhim Zahawi (Himself);Isabel Oakeshott (Herself);Nick Hewer (Himself)
20140320,2014-03-20,Jill Kirby (Herself);Dominic Raab (Himself);Andy Burnham (Himself);Danny Alexander (Himself);David Dimbleby (Himself - Host);Val McDermid (Herself);Andrew Burnham (Himself)
20140327,2014-03-27,Simon Wolfson (Himself);Roger Helmer (Himself);Diane Abbott (Herself);Justine Greening (Herself);David Dimbleby (Himself - Host);Mick Hucknall (Himself)
20140403,2014-04-03,David Dimbleby (Himself - Host);Vince Cable (Himself);Kwasi Kwarteng (Himself);Peter Hain (Himself);Camilla Cavendish (Herself);Julie Bindel (Herself)
20140410,2014-04-10,Sajid Javid (Himself);David Dimbleby (Himself - Host);Harriet Harman (Herself);Kirsty Williams (Herself);Billy Bragg (Himself);Martin Sorrell (Himself)
20140501,2014-05-01,Simon Jenkins (Himself);Conor Burns (Himself);Suzanne Evans (Herself);Tim Farron (Himself);Yvette Cooper (Herself);David Dimbleby (Himself - Host)
20140508,2014-05-08,Caroline Lucas (Herself);Nigel Farage (Himself);Shirley Williams (Herself);Chuka Umunna (Himself);Grant Shapps (Himself);David Dimbleby (Himself - Host)
20140515,2014-05-15,Tim Stanley (Himself);Humza Yousaf (Himself);Esther McVey (Herself);Paddy Ashdown (Himself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20140522,2014-05-22,Kirstie Allsopp (Herself);Jack Monroe (Herself);Neil Hamilton (Himself);Jeremy Browne (Himself);Tristram Hunt (Himself);Chris Grayling (Himself);David Dimbleby (Himself - Host)
20140529,2014-05-29,Joey Barton (Himself);Piers Morgan (Himself);Louise Bours (Herself);Margaret Curran (Herself);David Willetts (Himself);David Dimbleby (Himself - Host)
20140605,2014-06-05,Nev Wilshire (Himself);Isabel Hardman (Herself);Hywel Williams (Himself);Liz Kendall (Herself);David Jones (Himself);David Dimbleby (Himself - Host)
20140612,2014-06-12,Salma Yaqoob (Herself);Ian Hislop (Himself);Tessa Munt (Herself);Chris Bryant (Himself);Iain Duncan Smith (Himself);David Dimbleby (Himself - Host)
20140626,2014-06-26,Neil Wallis (Himself);Maajid Nawaz (Himself);Paul Nuttall (Himself);John Prescott (Himself);Anna Soubry (Herself);David Dimbleby (Himself - Host)
20140703,2014-07-03,Christine Blower (Herself);Peter Hitchens (Himself);Bernard Jenkin (Himself);Jo Swinson (Herself);Alan Johnson (Himself);David Dimbleby (Himself - Host)
20140710,2014-07-10,David Dimbleby (Himself - Host);Alan Savage (Himself);Joan Burnie (Herself);Scott Hastings (Himself);Ricky Ross (Himself)
20140925,2014-09-25,Janet Street-Porter (Herself);Lesley Riddoch (Herself);John Swinney (Himself);Emily Thornberry (Herself);Rory Stewart (Himself);David Dimbleby (Himself - Host)
20141002,2014-10-02,Charlie Mullins (Himself);Susie Boniface (Herself);Julian Huppert (Himself);Stella Creasy (Herself);Grant Shapps (Himself);David Dimbleby (Himself - Host)
20141009,2014-10-09,Jeanette Winterson (Herself);Malcolm Bruce (Himself);Patrick O'Flynn (Himself);Harriet Harman (Herself);Eric Pickles (Himself);David Dimbleby (Himself - Host)
20141016,2014-10-16,Giles Fraser (Himself);Isabel Oakeshott (Herself);Menzies Campbell (Himself);Angela Eagle (Herself);Jeremy Hunt (Himself);David Dimbleby (Himself - Host)
20141023,2014-10-23,Len McCluskey (Himself);Louise Bours (Herself);Mark Harper (Himself);Caroline Flint (Herself);Alex Salmond (Himself);David Dimbleby (Himself - Host)
20141030,2014-10-30,Anthony Horowitz (Himself);Caroline Lucas (Herself);Susan Kramer (Herself);Tristram Hunt (Himself);Owen Paterson (Himself);David Dimbleby (Himself - Host)
20141106,2014-11-06,Matt Forde (Himself);Melanie Phillips (Herself);Brandon Lewis (Himself);Douglas Alexander (Himself);Charles Kennedy (Himself);David Dimbleby (Himself - Host)
20141113,2014-11-13,Rod Liddle (Himself);Kirsty Williams (Herself);Leanne Wood (Herself);Carwyn Jones (Himself);Stephen Crabb (Himself);David Dimbleby (Himself - Host)
20141120,2014-11-20,Dia Chakravarty (Herself);Yasmin Alibhai-Brown (Herself);Douglas Carswell (Himself);Andy Burnham (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20141127,2014-11-27,Norman Baker (Himself);Amanda Platell (Herself);Jo Brand (Herself);Chuka Umunna (Himself);Michael Gove (Himself);David Dimbleby (Himself - Host)
20141204,2014-12-04,Jill Kirby (Herself);Omid Djalili (Himself);Shirley Williams (Herself);Yvette Cooper (Herself);Sajid Javid (Himself);David Dimbleby (Himself - Host)
20141211,2014-12-11,Russell Brand (Himself);Camilla Cavendish (Herself);Nigel Farage (Himself);Mary Creagh (Herself);Penny Mordaunt (Herself);David Dimbleby (Himself - Host)
20150108,2015-01-08,Julia Hartley-Brewer (Herself);Jimmy Wales (Himself);David Davis (Himself);Liz Kendall (Herself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20150115,2015-01-15,Baroness Brinton (Herself);Mehdi Hasan (Himself);David Starkey (Himself);Anna Soubry (Herself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20150122,2015-01-22,David Dimbleby (Himself - Host);Diane Abbott (Herself);Esther McVey (Herself);Paul Nuttall (Himself);Tim Farron (Himself);Amol Rajan (Himself)
20150129,2015-01-29,David Dimbleby (Himself - Host);Sajid Javid MP (Himself);Peter Hain MP (Himself);Rhun ap Iorwerth AM (Himself);Germaine Greer (Herself);Kate Maltby (Herself)
20150204,2015-02-04,David Dimbleby (Himself - Host);Nicky Morgan MP (Herself);Tristram Hunt MP (Himself);George Galloway (Himself);Cristina Odone (Herself);Jonathan Freedland (Himself)
20150211,2015-02-11,David Dimbleby (Himself - Host);Ed Davey MP (Himself);Chris Bryant MP (Himself);Sarah Wollaston MP (Herself);Suzanne Evans (Herself);Armando Iannucci (Himself)
20150219,2015-02-19,David Dimbleby (Himself - Host);Lord Heseltine (Himself);Nicola Sturgeon MSP (Herself);Caroline Flint MP (Herself);Norman Lamb (Himself);Duncan Bannatyne (Himself)
20150226,2015-02-26,David Dimbleby (Himself - Host);Grant Shapps MP (Himself);Rachel Reeves MP (Herself);Tessa Munt MP (Herself);Mark Reckless MP (Himself);Camilla Long (Herself)
20150305,2015-03-05,David Dimbleby (Himself - Host);Danny Alexander MP (Himself);Humza Yousaf MSP (Himself);Ruth Davidson MSP (Herself);Kezia Dugdale MSP (Herself);Toby Young (Himself);Val McDermid (Herself)
20150312,2015-03-12,David Dimbleby (Himself - Host);Anna Soubry MP (Herself);Charles Kennedy MP (Himself);Lucy Powell MP (Herself);Natalie Bennett (Herself);Ian Hislop (Himself)
20150319,2015-03-19,David Dimbleby (Himself - Host);Sajid Javid (Himself);Chuka Umunna (Himself);Shirley Williams (Herself);Dia Chakravarty (Herself);Will Self (Himself)
20150326,2015-03-26,David Dimbleby (Himself - Host);Nicky Morgan (Herself);Jim Murphy (Himself);Leanne Wood (Herself);Steven Woolfe (Himself);Janet Street-Porter (Herself)
20150402,2015-04-02,David Dimbleby (Himself - Host);Michael Gove (Himself);Andy Burnham (Himself);Danny Alexander (Himself);Yasmin Alibhai-Brown (Herself);Peter Hitchens (Himself)
20150409,2015-04-09,David Dimbleby (Himself - Host);Elizabeth Truss (Herself);Douglas Alexander (Himself);Vince Cable (Himself);Caroline Lucas (Herself);Tim Stanley (Himself)
20150416,2015-04-16,David Dimbleby (Himself - Host);Grant Shapps (Himself);Yvette Cooper (Herself);Angus Robertson (Himself);Jo Swinson (Herself);Douglas Carswell (Himself);Piers Morgan (Himself)
20150423,2015-04-23,David Dimbleby (Himself - Host);William Hague (Himself);Harriet Harman (Herself);John Swinney (Himself);Paul Nuttall (Himself);Natalie Bennett (Herself)
20150508,2015-05-08,David Dimbleby (Himself - Host);Alastair Campbell (Himself);Francis Maude (Himself);Paddy Ashdown (Himself);John Swinney MSP (Himself);Julia Hartley-Brewer (Herself)
20150514,2015-05-14,David Dimbleby (Himself - Host);Jeremy Hunt MP (Himself);Tristram Hunt MP (Himself);Nigel Farage MEP (Himself);Brian May (Himself);Zanny Minton Beddoes (Herself)
20150521,2015-05-21,David Dimbleby (Himself - Host);Nicky Morgan MP (Herself);Stella Creasy MP (Herself);Tim Farron MP (Himself);Owen Jones (Himself);Hilary Devey (Herself)
20150528,2015-05-28,David Dimbleby (Himself - Host);Ruth Davidson MSP (Herself);Lord Falconer (Himself);John Nicolson MP (Himself);Lesley Riddoch (Herself);Alex Massie (Himself)
20150604,2015-06-04,David Dimbleby (Himself - Host);Justine Greening (Herself);Mary Creagh MP (Herself);Norman Lamb MP (Himself);Susie Boniface (Herself);Jill Kirby (Herself)
20150611,2015-06-11,David Dimbleby (Himself - Host);Matthew Hancock MP (Himself);Chris Bryant MP (Himself);Tasmina Ahmed-Sheikh (Herself);Douglas Carswell MP (Himself);Cristina Odone (Herself)
20150618,2015-06-18,David Dimbleby (Himself - Host);Alex Salmond MP (Himself);David Davis MP (Himself);Caroline Flint MP (Herself);Lionel Barber (Himself);Melanie Phillips (Herself)
20150625,2015-06-25,David Dimbleby (Himself - Host);Amber Rudd MP (Herself);Andy Burnham MP (Himself);Suzanne Evans (Herself);Fraser Nelson (Himself);Giles Fraser (Himself)
20150702,2015-07-02,David Dimbleby (Himself - Host);Jeremy Hunt MP (Himself);Jeremy Corbyn MP (Himself);Anne McElvoy (Herself);Shappi Khorsandi (Herself);Douglas Murray (Himself)
20150709,2015-07-09,David Dimbleby (Himself - Host);Anna Soubry (Herself);Chuka Umunna (Himself);Tommy Sheppard (Himself);Louise Bours (Herself);Rachel Johnson (Herself)
20150917,2015-09-17,David Dimbleby (Himself - Host);Sandi Toksvig (Herself);Elizabeth Truss MP (Herself);John McDonnell MP (Himself);Alex Salmond MP (Himself);Tim Stanley (Himself)
20150924,2015-09-24,David Dimbleby (Himself - Host);Yanis Varoufakis (Himself);Ken Clarke MP (Himself);Chris Bryant MP (Himself);Suzanne Evans (Herself);Julia Hartley-Brewer (Herself)
20151001,2015-10-01,David Dimbleby (Himself - Host);Stephen Crabb (Himself);Stephen Kinnock (Himself);Leanne Wood (Herself);Charles Moore (Himself);Charlotte Church (Herself)
20151008,2015-10-08,David Dimbleby (Himself - Host);Priti Patel (Herself);Tim Farron (Himself);Stewart Hosie (Himself);Lisa Nandy (Herself);Melanie Phillips (Herself)
20151015,2015-10-15,David Dimbleby (Himself - Host);Amber Rudd (Herself);Louise Haigh (Herself);Roger Helmer (Himself);Rod Liddle (Himself);Simon Schama (Himself)
20151022,2015-10-22,David Dimbleby (Himself - Host);Nadhim Zahawi (Himself);Alan Johnson (Himself);Nigel Farage (Himself);Germaine Greer (Herself);Michelle Dewberry (Herself)
20151029,2015-10-29,David Dimbleby (Himself - Host);Keith Brown (Himself);Annabel Goldie (Herself);Kezia Dugdale (Herself);Billy Bragg (Himself);Merryn Somerset Webb (Herself)
20151105,2015-11-05,David Dimbleby (Himself - Host);Justine Greening (Herself);Chuka Umunna (Himself);Jenny Jones (Herself);Peter Hitchens (Himself);Victoria Coren Mitchell (Herself)
20151112,2015-11-12,David Dimbleby (Himself - Host);Sajid Javid MP (Himself);Lucy Powell MP (Herself);Paul Nuttall MEP (Himself);Paris Lees (Herself);Stig Abell (Himself)
20151119,2015-11-19,David Dimbleby (Himself - Host);Anna Soubry (Herself);Andy Burnham (Himself);Natalie Nougayrede (Herself);Sir Max Hastings (Himself);Mehdi Hasan (Himself);Evgeny Lebedev (Himself)
20151126,2015-11-26,David Dimbleby (Himself - Host);Matthew Hancock MP (Himself);Ken Livingstone (Himself);Pete Wishart MP (Himself);Matt Forde (Himself);Kate Andrews (Herself)
20151203,2015-12-03,David Dimbleby (Himself - Host);Nicky Morgan MP (Herself);Diane Abbott MP (Herself);Caroline Lucas MP (Herself);Maajid Nawaz (Himself);Jill Kirby (Herself)
20151210,2015-12-10,David Dimbleby (Himself - Host);Greg Clark (Himself);Caroline Flint (Herself);Vince Cable (Himself);Mary Beard (Herself);Quentin Letts (Himself)
20151217,2015-12-17,David Dimbleby (Himself - Host);Jacob Rees-Mogg (Himself);Emily Thornberry MP (Herself);Mark Reckless (Himself);Hannah Bardell MP (Herself);Piers Morgan (Himself)
20160114,2016-01-14,David Dimbleby (Himself - Host);Nick Boles MP (Himself);Cat Smith MP (Herself);Patrick O'Flynn MEP (Himself);Camilla Long (Herself);Kelvin MacKenzie (Himself)
20160121,2016-01-21,David Dimbleby (Himself - Host);Theresa Villiers MP (Herself);Peter Hain (Himself);Nigel Dodds MP (Himself);Declan Kearney (Himself);Grainne Maguire (Herself)
20160128,2016-01-28,David Dimbleby (Himself - Host);Patrick McLoughlin (Himself);Jess Phillips (Herself);Angus Robertson (Himself);Yasmin Alibhai-Brown (Herself);Moray MacLennan (Himself)
20160204,2016-02-04,David Dimbleby (Himself - Host);Amber Rudd MP (Herself);Shabana Mahmood MP (Herself);Nigel Farage MEP (Himself);Baroness Brinton (Herself);Isabel Oakeshott (Herself)
